"","status","family","pval","qval","index","gene_ids","mito","n_cells_by_counts","mean_counts","log1p_mean_counts","pct_dropout_by_counts","total_counts","log1p_total_counts","n_cells","gene_short_name","use_for_ordering"
"FLNB-AS1","OK","negbinomial.size",0.761374126113349,0.911551379007336,"FLNB-AS1","ENSG00000244161","False",7,0.0020527858,0.0020506817,99.7947214076246,7,2.0794415,7,"FLNB-AS1",FALSE
"DNASE1L3","OK","negbinomial.size",0.233379457857481,0.476391707649316,"DNASE1L3","ENSG00000163687","False",12,0.0035190615,0.003512884,99.6480938416422,12,2.5649493,12,"DNASE1L3",FALSE
"ABHD6","OK","negbinomial.size",0.0584568975573449,0.182510261786727,"ABHD6","ENSG00000163686","False",599,0.21085043,0.19132295,82.4340175953079,719,6.5792513,599,"ABHD6",FALSE
"RPP14","OK","negbinomial.size",0.891926100750294,0.979074537886259,"RPP14","ENSG00000163684","False",764,0.25923753,0.2305064,77.5953079178886,884,6.785588,764,"RPP14",FALSE
"RP11-80H18.3","OK","negbinomial.size",0.325716030094847,0.584240793421203,"RP11-80H18.3","ENSG00000255154","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"RP11-80H18.3",FALSE
"PXK","OK","negbinomial.size",0.0418815920195009,0.140927762273197,"PXK","ENSG00000168297","False",606,0.24428153,0.21855828,82.2287390029325,833,6.7262335,606,"PXK",TRUE
"PDHB","OK","negbinomial.size",0.00167315645544864,0.00948493494380751,"PDHB","ENSG00000168291","False",1483,0.67302054,0.5146307,56.5102639296188,2295,7.7389235,1483,"PDHB",FALSE
"RP11-802O23.3","OK","negbinomial.size",0.0236216797074208,0.0899129347789917,"RP11-802O23.3","ENSG00000272182","False",20,0.0058651026,0.00584797,99.4134897360704,20,3.0445225,20,"RP11-802O23.3",FALSE
"RP11-359I18.5","OK","negbinomial.size",0.159184481609253,0.371073161021341,"RP11-359I18.5","ENSG00000272360","False",8,0.0023460411,0.0023432935,99.7653958944282,8,2.1972246,8,"RP11-359I18.5",FALSE
"KCTD6","OK","negbinomial.size",0.423374799542438,0.677432846114712,"KCTD6","ENSG00000168301","False",480,0.16158357,0.14978422,85.9237536656891,551,6.313548,480,"KCTD6",FALSE
"ACOX2","OK","negbinomial.size",0.0143970140526031,0.0600856174957946,"ACOX2","ENSG00000168306","False",42,0.013782991,0.01368887,98.7683284457478,47,3.871201,42,"ACOX2",FALSE
"FAM107A","OK","negbinomial.size",0.829391699066107,0.946010197505764,"FAM107A","ENSG00000168309","False",8,0.0023460411,0.0023432935,99.7653958944282,8,2.1972246,8,"FAM107A",FALSE
"FAM3D","OK","negbinomial.size",0.807917467781003,0.935524365294347,"FAM3D","ENSG00000198643","False",4,0.0017595307,0.0017579846,99.8826979472141,6,1.9459101,4,"FAM3D",FALSE
"C3orf67","OK","negbinomial.size",0.424054689847627,0.678155122672711,"C3orf67","ENSG00000163689","False",432,0.14134897,0.13221087,87.3313782991202,482,6.1800165,432,"C3orf67",FALSE
"FHIT","OK","negbinomial.size",0.324739527688111,0.582949978294046,"FHIT","ENSG00000189283","False",43,0.013489736,0.01339956,98.7390029325513,46,3.8501475,43,"FHIT",FALSE
"PTPRG","OK","negbinomial.size",0.332466971031162,0.591879881749453,"PTPRG","ENSG00000144724","False",319,0.107038125,0.101688094,90.6451612903226,365,5.902633,319,"PTPRG",FALSE
"C3orf14","OK","negbinomial.size",0.202362885360134,0.435722320628372,"C3orf14","ENSG00000114405","False",2418,2.763343,1.3253077,29.0909090909091,9423,9.151015,2418,"C3orf14",FALSE
"CADPS","OK","negbinomial.size",0.873445721027487,0.970655337979266,"CADPS","ENSG00000163618","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"CADPS",FALSE
"C3orf49","OK","negbinomial.size",0.999495444992083,0.999999999652452,"C3orf49","ENSG00000163632","False",7,0.0020527858,0.0020506817,99.7947214076246,7,2.0794415,7,"C3orf49",FALSE
"THOC7","OK","negbinomial.size",2.4497986632484e-08,3.23028648785336e-07,"THOC7","ENSG00000163634","False",3064,3.5284457,1.5103787,10.1466275659824,12032,9.395409,3064,"THOC7",FALSE
"ATXN7","OK","negbinomial.size",0.419014227003301,0.674418091926116,"ATXN7","ENSG00000163635","False",949,0.3360704,0.28973275,72.1700879765396,1146,7.044905,949,"ATXN7",FALSE
"SCAANT1","OK","negbinomial.size",0.615507883272451,0.82210362129613,"SCAANT1","ENSG00000280620","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"SCAANT1",FALSE
"PSMD6-AS2","OK","negbinomial.size",0.605313349142535,0.815777889254032,"PSMD6-AS2","ENSG00000239653","False",54,0.015835777,0.015711699,98.41642228739,54,4.0073333,54,"PSMD6-AS2",FALSE
"PSMD6","OK","negbinomial.size",0.000929749437591008,0.00562670585564336,"PSMD6","ENSG00000163636","False",1745,0.88269794,0.6327058,48.8269794721408,3010,8.010028,1745,"PSMD6",FALSE
"RP11-245J9.4","OK","negbinomial.size",0.451018584676302,0.700802935870176,"RP11-245J9.4","ENSG00000243410","False",10,0.0029325513,0.0029282598,99.7067448680352,10,2.3978953,10,"RP11-245J9.4",FALSE
"RP11-245J9.6","OK","negbinomial.size",0.26817717715226,0.519540817920413,"RP11-245J9.6","ENSG00000272181","False",6,0.0017595307,0.0017579846,99.8240469208211,6,1.9459101,6,"RP11-245J9.6",FALSE
"PRICKLE2-AS1","OK","negbinomial.size",0.809889080741022,0.936692212578447,"PRICKLE2-AS1","ENSG00000241111","False",6,0.0020527858,0.0020506817,99.8240469208211,7,2.0794415,6,"PRICKLE2-AS1",FALSE
"PRICKLE2","OK","negbinomial.size",0.671886454187196,0.860879544995513,"PRICKLE2","ENSG00000163637","False",15,0.0046920823,0.004681109,99.5601173020528,16,2.8332133,15,"PRICKLE2",FALSE
"MAGI1","OK","negbinomial.size",0.0138593284108074,0.0582377228939106,"MAGI1","ENSG00000151276","False",596,0.2026393,0.18451856,82.5219941348974,691,6.539586,596,"MAGI1",FALSE
"SLC25A26","OK","negbinomial.size",0.0182241657013791,0.0725450369227575,"SLC25A26","ENSG00000144741","False",1496,0.6302053,0.48870593,56.1290322580645,2149,7.673223,1496,"SLC25A26",FALSE
"LRIG1","OK","negbinomial.size",0.612257837246785,0.819752820607968,"LRIG1","ENSG00000144749","False",72,0.021407625,0.0211817,97.8885630498534,73,4.304065,72,"LRIG1",FALSE
"KBTBD8","OK","negbinomial.size",0.546023478958148,0.773748018250973,"KBTBD8","ENSG00000163376","False",114,0.03431085,0.03373536,96.6568914956012,117,4.7706847,114,"KBTBD8",FALSE
"SUCLG2","OK","negbinomial.size",0.653031486116439,0.849280100479222,"SUCLG2","ENSG00000172340","False",1118,0.43577713,0.36170626,67.2140762463343,1486,7.304516,1118,"SUCLG2",FALSE
"SUCLG2-AS1","OK","negbinomial.size",0.175007163856776,0.396112735125738,"SUCLG2-AS1","ENSG00000241316","False",119,0.036363635,0.03571808,96.5102639296188,124,4.828314,119,"SUCLG2-AS1",FALSE
"EOGT","OK","negbinomial.size",0.296702915307888,0.554198175140706,"EOGT","ENSG00000163378","False",542,0.17419355,0.16058157,84.1055718475073,594,6.3885612,542,"EOGT",FALSE
"CTD-2013N24.2","OK","negbinomial.size",0.399133267980961,0.657105975440375,"CTD-2013N24.2","ENSG00000244513","False",25,0.0073313783,0.0073046344,99.266862170088,25,3.2580965,25,"CTD-2013N24.2",FALSE
"TMF1","OK","negbinomial.size",0.0433309493525191,0.144758544568934,"TMF1","ENSG00000144747","False",1649,0.75513196,0.56254405,51.6422287390029,2575,7.853993,1649,"TMF1",FALSE
"UBA3","OK","negbinomial.size",0.0154528705064911,0.0635443688534491,"UBA3","ENSG00000144744","False",1064,0.40234604,0.33814657,68.7976539589443,1372,7.2247534,1064,"UBA3",FALSE
"ARL6IP5","OK","negbinomial.size",0.286316694977582,0.5413829378742,"ARL6IP5","ENSG00000144746","False",2351,1.5516129,0.9367257,31.0557184750733,5291,8.573952,2351,"ARL6IP5",FALSE
"LMOD3","OK","negbinomial.size",0.532227065247301,0.764253220449671,"LMOD3","ENSG00000163380","False",150,0.0457478,0.044732228,95.6011730205279,156,5.056246,150,"LMOD3",FALSE
"FRMD4B","OK","negbinomial.size",0.146364549847627,0.349812301736226,"FRMD4B","ENSG00000114541","False",513,0.19296187,0.17643918,84.9560117302053,658,6.4907236,513,"FRMD4B",FALSE
"MITF","OK","negbinomial.size",0.633540517608637,0.835790931590726,"MITF","ENSG00000187098","False",870,0.3548387,0.30368242,74.4868035190616,1210,7.0992017,870,"MITF",FALSE
"LINC01212","OK","negbinomial.size",0.2166080496315,0.454558657528345,"LINC01212","ENSG00000240405","False",17,0.004985337,0.0049729515,99.5014662756598,17,2.8903718,17,"LINC01212",FALSE
"FOXP1","OK","negbinomial.size",0.0908262918966198,0.249507447171338,"FOXP1","ENSG00000114861","False",1305,0.67243403,0.5142801,61.7302052785924,2293,7.7380524,1305,"FOXP1",FALSE
"RP11-154H23.4","OK","negbinomial.size",0.695126375165601,0.874147556403651,"RP11-154H23.4","ENSG00000277855","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"RP11-154H23.4",FALSE
"RP11-154H23.3","OK","negbinomial.size",0.0987129731155573,0.265146544322612,"RP11-154H23.3","ENSG00000270562","False",43,0.013196481,0.013110166,98.7390029325513,45,3.8286414,43,"RP11-154H23.3",FALSE
"EIF4E3","OK","negbinomial.size",0.915178113876566,0.989074182545577,"EIF4E3","ENSG00000163412","False",27,0.007917888,0.007886707,99.208211143695,27,3.3322046,27,"EIF4E3",FALSE
"GPR27","OK","negbinomial.size",0.20172241064202,0.43516901535311,"GPR27","ENSG00000170837","False",8,0.0023460411,0.0023432935,99.7653958944282,8,2.1972246,8,"GPR27",FALSE
"PROK2","OK","negbinomial.size",0.435976675684864,0.687737380357071,"PROK2","ENSG00000163421","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"PROK2",FALSE
"RYBP","OK","negbinomial.size",0.00248502647873894,0.0134134951977386,"RYBP","ENSG00000163602","False",1577,0.71466273,0.5392164,53.7536656891496,2437,7.7989335,1577,"RYBP",TRUE
"SHQ1","OK","negbinomial.size",0.0950762131763339,0.258047727595385,"SHQ1","ENSG00000144736","False",553,0.18797654,0.17225148,83.782991202346,641,6.464588,553,"SHQ1",FALSE
"GXYLT2","OK","negbinomial.size",0.975576123062651,0.999999999652452,"GXYLT2","ENSG00000172986","False",95,0.029032258,0.028618805,97.2140762463343,99,4.6051702,95,"GXYLT2",FALSE
"PPP4R2","OK","negbinomial.size",4.4220597231614e-06,4.25638877688839e-05,"PPP4R2","ENSG00000163605","False",2315,1.5281525,0.9274888,32.1114369501466,5211,8.558719,2315,"PPP4R2",FALSE
"EBLN2","OK","negbinomial.size",0.262058662986142,0.51200958403405,"EBLN2","ENSG00000255423","False",278,0.08504399,0.08162053,91.8475073313783,290,5.673323,278,"EBLN2",FALSE
"RP11-20B7.1","OK","negbinomial.size",0.999999999526373,0.999999999652452,"RP11-20B7.1","ENSG00000242741","False",5,0.0017595307,0.0017579846,99.8533724340176,6,1.9459101,5,"RP11-20B7.1",FALSE
"RP11-803B1.8","OK","negbinomial.size",0.772506419018221,0.916818338666309,"RP11-803B1.8","ENSG00000272690","False",44,0.012903226,0.012820688,98.7096774193548,44,3.8066626,44,"RP11-803B1.8",FALSE
"CTD-2026G6.3","OK","negbinomial.size",0.685811451500805,0.869665294400195,"CTD-2026G6.3","ENSG00000272710","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"CTD-2026G6.3",FALSE
"ZNF717","OK","negbinomial.size",0.00720733249723409,0.0339819405023098,"ZNF717","ENSG00000227124","False",313,0.101466276,0.09664227,90.8211143695015,346,5.8493247,313,"ZNF717",FALSE
"ROBO1","OK","negbinomial.size",0.856342665008952,0.961508379572747,"ROBO1","ENSG00000169855","False",439,0.15014663,0.13988945,87.1260997067449,512,6.240276,439,"ROBO1",FALSE
"GBE1","OK","negbinomial.size",0.111358842529068,0.289893494603138,"GBE1","ENSG00000114480","False",805,0.27272728,0.24116206,76.3929618768328,930,6.8362594,805,"GBE1",FALSE
"CADM2","OK","negbinomial.size",0.749169736045899,0.903776116811498,"CADM2","ENSG00000175161","False",93,0.03079179,0.030327234,97.2727272727273,105,4.6634393,93,"CADM2",FALSE
"VGLL3","OK","negbinomial.size",0.0111084249195189,0.0484910406029437,"VGLL3","ENSG00000206538","False",54,0.017888563,0.017730445,98.41642228739,61,4.1271343,54,"VGLL3",FALSE
"LINC00506","OK","negbinomial.size",0.840176406718643,0.95162219859304,"LINC00506","ENSG00000281392","False",8,0.0023460411,0.0023432935,99.7653958944282,8,2.1972246,8,"LINC00506",FALSE
"CHMP2B","OK","negbinomial.size",0.103493425479798,0.275277369169466,"CHMP2B","ENSG00000083937","False",2131,1.2105572,0.7932446,37.5073313782991,4128,8.32579,2131,"CHMP2B",FALSE
"CGGBP1","OK","negbinomial.size",5.72297132097859e-06,5.38175364783553e-05,"CGGBP1","ENSG00000163320","False",2004,1.1656891,0.77273864,41.2316715542522,3975,8.288032,2004,"CGGBP1",FALSE
"RP11-159G9.5","OK","negbinomial.size",0.98126567435724,0.999999999652452,"RP11-159G9.5","ENSG00000229729","False",127,0.039589442,0.03882587,96.2756598240469,135,4.912655,127,"RP11-159G9.5",FALSE
"ZNF654","OK","negbinomial.size",0.562571511022726,0.785599982980927,"ZNF654","ENSG00000175105","False",393,0.1260997,0.11876007,88.475073313783,430,6.066108,393,"ZNF654",FALSE
"C3orf38","OK","negbinomial.size",0.00722706034022396,0.0340356715354103,"C3orf38","ENSG00000179021","False",651,0.22873901,0.20598845,80.9090909090909,780,6.660575,651,"C3orf38",FALSE
"EPHA3","OK","negbinomial.size",0.298371966197414,0.555841609775828,"EPHA3","ENSG00000044524","False",11,0.0035190615,0.003512884,99.6774193548387,12,2.5649493,11,"EPHA3",FALSE
"PROS1","OK","negbinomial.size",0.347540202301162,0.608158802376479,"PROS1","ENSG00000184500","False",224,0.078592375,0.07565683,93.4310850439883,268,5.5947113,224,"PROS1",FALSE
"ARL13B","OK","negbinomial.size",1.4790896404235e-13,3.35298622704216e-12,"ARL13B","ENSG00000169379","False",1561,0.75659823,0.5633791,54.2228739002933,2580,7.855932,1561,"ARL13B",TRUE
"STX19","OK","negbinomial.size",0.111474624841184,0.29012267830585,"STX19","ENSG00000178750","False",158,0.052785926,0.05143991,95.366568914956,180,5.198497,158,"STX19",FALSE
"DHFRL1","OK","negbinomial.size",0.539066231197662,0.769283266935418,"DHFRL1","ENSG00000178700","False",356,0.11612903,0.10986648,89.5601173020528,396,5.9839363,356,"DHFRL1",FALSE
"NSUN3","OK","negbinomial.size",0.882341409316961,0.975032544542559,"NSUN3","ENSG00000178694","False",524,0.17038123,0.15732953,84.633431085044,581,6.3664703,524,"NSUN3",FALSE
"MTRNR2L12","OK","negbinomial.size",0.0050962928754302,0.0252834058733694,"MTRNR2L12","ENSG00000269028","False",1580,0.68211144,0.5200498,53.6656891495601,2326,7.752335,1580,"MTRNR2L12",FALSE
"EPHA6","OK","negbinomial.size",0.952977183636123,0.999999999652452,"EPHA6","ENSG00000080224","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"EPHA6",FALSE
"ARL6","OK","negbinomial.size",0.358116551335469,0.618408062312053,"ARL6","ENSG00000113966","False",413,0.13460411,0.1262838,87.8885630498534,459,6.1312265,413,"ARL6",FALSE
"RP11-389G6.5","OK","negbinomial.size",0.589827382832126,0.804813581636603,"RP11-389G6.5","ENSG00000282527","False",6,0.0017595307,0.0017579846,99.8240469208211,6,1.9459101,6,"RP11-389G6.5",FALSE
"CRYBG3","OK","negbinomial.size",0.472940066709195,0.718670747066042,"CRYBG3","ENSG00000080200","False",1337,0.54809386,0.4370244,60.791788856305,1869,7.533694,1337,"CRYBG3",FALSE
"MINA","OK","negbinomial.size",0.510382003736049,0.748137017470756,"MINA","ENSG00000170854","False",1414,0.597654,0.4685363,58.533724340176,2038,7.620215,1414,"MINA",FALSE
"CLDND1","OK","negbinomial.size",0.000256139366384297,0.00176031176258387,"CLDND1","ENSG00000080822","False",2128,1.1313783,0.7567689,37.5953079178886,3858,8.258163,2128,"CLDND1",TRUE
"CPOX","OK","negbinomial.size",0.184800545161473,0.410905399679577,"CPOX","ENSG00000080819","False",483,0.16099706,0.14927918,85.8357771260997,549,6.3099184,483,"CPOX",FALSE
"ST3GAL6-AS1","OK","negbinomial.size",0.136350906495487,0.333449145733996,"ST3GAL6-AS1","ENSG00000239445","False",75,0.021994134,0.021755753,97.8005865102639,75,4.3307333,75,"ST3GAL6-AS1",FALSE
"ST3GAL6","OK","negbinomial.size",0.140053765764389,0.339013766975307,"ST3GAL6","ENSG00000064225","False",435,0.15542522,0.14446843,87.2434017595308,530,6.274762,435,"ST3GAL6",FALSE
"DCBLD2","OK","negbinomial.size",0.00319804936415985,0.0167530541838843,"DCBLD2","ENSG00000057019","False",2752,3.464223,1.4960952,19.2961876832845,11813,9.377041,2752,"DCBLD2",TRUE
"CTD-2021J15.1","OK","negbinomial.size",0.999999999526373,0.999999999652452,"CTD-2021J15.1","ENSG00000239462","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"CTD-2021J15.1",FALSE
"LINC00973","OK","negbinomial.size",0.571369031835287,0.791147208679801,"LINC00973","ENSG00000240476","False",166,0.061290324,0.059485454,95.1319648093842,209,5.3471074,166,"LINC00973",FALSE
"RP11-201E8.1","OK","negbinomial.size",0.999999999526373,0.999999999652452,"RP11-201E8.1","ENSG00000244464","False",19,0.0055718473,0.005556382,99.4428152492669,19,2.9957323,19,"RP11-201E8.1",FALSE
"COL8A1","OK","negbinomial.size",0.237320548573044,0.480737102509612,"COL8A1","ENSG00000144810","False",138,0.046041057,0.045012616,95.9530791788856,157,5.062595,138,"COL8A1",FALSE
"RP11-383I23.2","OK","negbinomial.size",0.796931854497196,0.929761417039197,"RP11-383I23.2","ENSG00000273374","False",7,0.0020527858,0.0020506817,99.7947214076246,7,2.0794415,7,"RP11-383I23.2",FALSE
"CMSS1","OK","negbinomial.size",1.84643456721242e-30,1.10273175541853e-28,"CMSS1","ENSG00000184220","False",3278,9.642229,2.36483,3.87096774193548,32880,10.40065,3278,"CMSS1",FALSE
"FILIP1L","OK","negbinomial.size",0.0241106208026021,0.0914332398613345,"FILIP1L","ENSG00000168386","False",496,0.2196481,0.19856237,85.4545454545455,749,6.6200733,496,"FILIP1L",FALSE
"TBC1D23","OK","negbinomial.size",0.678772291139308,0.865038082404815,"TBC1D23","ENSG00000036054","False",790,0.29032257,0.25489223,76.8328445747801,990,6.8987145,790,"TBC1D23",FALSE
"NIT2","OK","negbinomial.size",0.00245327767677624,0.0132736944498423,"NIT2","ENSG00000114021","False",2173,1.3322581,0.8468369,36.2756598240469,4543,8.421563,2173,"NIT2",FALSE
"TOMM70A","OK","negbinomial.size",1.26518748072682e-05,0.000112110430775902,"TOMM70A","ENSG00000154174","False",2076,1.1369501,0.7593796,39.1202346041056,3877,8.263075,2076,"TOMM70A",FALSE
"LNP1","OK","negbinomial.size",0.13909441372939,0.337692071843907,"LNP1","ENSG00000206535","False",154,0.04750733,0.04641337,95.4838709677419,162,5.09375,154,"LNP1",FALSE
"TMEM45A","OK","negbinomial.size",0.0888532281884005,0.245778329597519,"TMEM45A","ENSG00000181458","False",1318,0.6217009,0.48347554,61.3489736070381,2120,7.659643,1318,"TMEM45A",FALSE
"ADGRG7","OK","negbinomial.size",0.999999999526373,0.999999999652452,"ADGRG7","ENSG00000144820","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"ADGRG7",FALSE
"TFG","OK","negbinomial.size",2.13111269852725e-06,2.15912583667753e-05,"TFG","ENSG00000114354","False",2954,3.257478,1.448677,13.3724340175953,11108,9.315511,2954,"TFG",FALSE
"ABI3BP","OK","negbinomial.size",0.548669823057864,0.775917824271749,"ABI3BP","ENSG00000154175","False",16,0.0046920823,0.004681109,99.5307917888563,16,2.8332133,16,"ABI3BP",FALSE
"IMPG2","OK","negbinomial.size",0.195769069928698,0.426879817795843,"IMPG2","ENSG00000081148","False",6,0.0017595307,0.0017579846,99.8240469208211,6,1.9459101,6,"IMPG2",FALSE
"SENP7","OK","negbinomial.size",0.245260117359668,0.491169516332114,"SENP7","ENSG00000138468","False",503,0.16480939,0.15255746,85.2492668621701,562,6.3332796,503,"SENP7",FALSE
"TRMT10C","OK","negbinomial.size",1.976698976238e-08,2.62852061130607e-07,"TRMT10C","ENSG00000174173","False",2533,1.839003,1.043453,25.7184750733138,6271,8.743851,2533,"TRMT10C",FALSE
"PCNP","OK","negbinomial.size",0.171964183176629,0.39148140486563,"PCNP","ENSG00000081154","False",3062,3.260997,1.4495032,10.2052785923754,11120,9.31659,3062,"PCNP",FALSE
"ZBTB11","OK","negbinomial.size",0.909776568430058,0.987984569440256,"ZBTB11","ENSG00000066422","False",829,0.29032257,0.25489223,75.6891495601173,990,6.8987145,829,"ZBTB11",FALSE
"ZBTB11-AS1","OK","negbinomial.size",0.0313567687407273,0.112519677007968,"ZBTB11-AS1","ENSG00000256628","False",351,0.11407625,0.10802559,89.7067448680352,389,5.966147,351,"ZBTB11-AS1",FALSE
"RPL24","OK","negbinomial.size",2.16409469198725e-07,2.49444887606318e-06,"RPL24","ENSG00000114391","False",3409,50.061584,3.9330325,0.0293255131964765,170710,12.047728,3409,"RPL24",FALSE
"CEP97","OK","negbinomial.size",2.45971432982015e-09,3.66980753736863e-08,"CEP97","ENSG00000182504","False",719,0.24926686,0.22255687,78.9149560117302,850,6.7464123,719,"CEP97",FALSE
"NXPE3","OK","negbinomial.size",0.130641042066194,0.323917218529129,"NXPE3","ENSG00000144815","False",1186,0.47038123,0.3855217,65.2199413489736,1604,7.380879,1186,"NXPE3",FALSE
"NFKBIZ","OK","negbinomial.size",0.16081818268541,0.373814883503982,"NFKBIZ","ENSG00000144802","False",1193,0.58973604,0.463568,65.0146627565982,2011,7.6068845,1193,"NFKBIZ",FALSE
"RP11-221J22.2","OK","negbinomial.size",0.370269582504366,0.629355106583894,"RP11-221J22.2","ENSG00000241280","False",19,0.0055718473,0.005556382,99.4428152492669,19,2.9957323,19,"RP11-221J22.2",FALSE
